,AF3 delta std,AF3 delta m,AF3 theta std,AF3 theta m,AF3 alpha std,AF3 alpha m,AF3 beta std,AF3 beta m,F7 delta std,F7 delta m,F7 theta std,F7 theta m,F7 alpha std,F7 alpha m,F7 beta std,F7 beta m,F3 delta std,F3 delta m,F3 theta std,F3 theta m,F3 alpha std,F3 alpha m,F3 beta std,F3 beta m,FC5 delta std,FC5 delta m,FC5 theta std,FC5 theta m,FC5 alpha std,FC5 alpha m,FC5 beta std,FC5 beta m,T7 delta std,T7 delta m,T7 theta std,T7 theta m,T7 alpha std,T7 alpha m,T7 beta std,T7 beta m,P7 delta std,P7 delta m,P7 theta std,P7 theta m,P7 alpha std,P7 alpha m,P7 beta std,P7 beta m,O1 delta std,O1 delta m,O1 theta std,O1 theta m,O1 alpha std,O1 alpha m,O1 beta std,O1 beta m,O2 delta std,O2 delta m,O2 theta std,O2 theta m,O2 alpha std,O2 alpha m,O2 beta std,O2 beta m,P8 delta std,P8 delta m,P8 theta std,P8 theta m,P8 alpha std,P8 alpha m,P8 beta std,P8 beta m,T8 delta std,T8 delta m,T8 theta std,T8 theta m,T8 alpha std,T8 alpha m,T8 beta std,T8 beta m,FC6 delta std,FC6 delta m,FC6 theta std,FC6 theta m,FC6 alpha std,FC6 alpha m,FC6 beta std,FC6 beta m,F4 delta std,F4 delta m,F4 theta std,F4 theta m,F4 alpha std,F4 alpha m,F4 beta std,F4 beta m,F8 delta std,F8 delta_m,F8 theta std,F8 theta m,F8 alpha std,F8 alpha m,F8 beta std,F8 beta m,AF4 delta std,AF4 delta m,AF4 theta std,AF4 theta m,AF4 alpha std,AF4 alpha m,AF4 beta std,AF4 beta m,class
0,0.2755858389201342,0.05242313138280908,0.005632590638514842,0.015738400318033124,0.0023037485794183236,0.015614422189610457,0.054442033648651446,0.0049168033281407125,0.3519972115996075,0.07131903472157156,0.000706411935178722,0.0026238199855474716,0.0033623681924236566,0.008963704831258267,0.013650413827304248,0.0023867520220946406,100.68666554828384,44.394952035274436,3.291685548140283,10.073094604839882,5.767126944074371,24.143846449053513,19.41219427891719,32.23412956547137,0.05673282400398988,0.026459224381477065,0.0026729508563438802,0.00760502237338907,0.0014987743883465275,0.004865926018998477,0.006127855219451393,0.003936909322931653,1.0689056719016932,0.29012424451192204,0.0018249012360077796,0.0046993459117029585,0.012091576962802183,0.025701477743089663,0.0029148486986072387,0.0027018701606822647,53.87071797529137,25.32902803514104,1.5841952859630821,5.552237101429313,3.021041459487621,13.060607898384669,16.34237969166946,19.837424564525325,0.2741910804394574,0.05385444599536678,0.001985114914663353,0.012922913262852942,0.0028634841957549447,0.009293874983335199,0.1672483593361104,0.15046596220464625,1.5622178062099155,7.00123544515846,3.593115094434612,10.822110963825729,5.093817658684828,23.736619761115232,10.523099859910378,20.59843606900602,3.634923054458277,1.3883125576469115,0.0951481880961552,0.34509194006563565,0.2567831400461981,0.8931753959156327,1.5427341285160834,3.138277902611799,16.162364081519634,2.2245680311540204,0.7803828956331346,3.0833524821640386,1.4446125655149364,6.581638574721829,8.625701260202193,8.898550974084564,97.97407767827046,37.246174782114885,1.9011587405363437,5.858477717576592,3.4690541380050175,13.246605521228636,20.980324247390598,19.88214063995631,122.06776750936228,73.63140890655889,0.14060988859421764,0.7489344306351269,0.01309724210362091,0.17633796253420456,0.5284565629726351,0.549322274741136,103.25582049177967,37.45248111528602,1.4420541957416473,4.110574797538777,2.7702195870273063,10.062720220960333,12.49355053910638,16.603165284704698,73.27916567073304,45.86932593701943,2.666303163191898,9.048181724730888,4.336010728928502,19.49397944190835,17.60336538727315,28.275984969721904,0
1,1.0848435362004027,0.33270111601902175,0.026749690706419544,0.04848893145181849,0.012225379768208788,0.053773677420510924,0.13869071714965187,0.037111337918818425,1.051296839784445,0.22886312036399317,0.004811445065664377,0.013434727909937707,0.012682236057430782,0.038071926770991145,0.035531171958180556,0.015181981938442272,578.6580057421114,168.3186786441897,9.025154006157445,30.395765858233975,15.743374726648403,63.99765278641552,85.36314835731287,100.03615914165641,0.6681344813143059,0.4034144893193628,0.017925882915366505,0.06157214261812682,0.013596847102078148,0.05748706136013629,0.02876732217241039,0.04602083097859775,5.403947170375452,1.6997840274887703,0.0123936749187978,0.03796711472901782,0.037949573162800836,0.08760380982340743,0.014554135048303635,0.033159960145691635,204.0711544253154,113.425253988065,4.540619123420411,18.107938261535505,8.107547545435775,35.090584094186156,72.28478118587641,65.02384179719702,0.9478839737101579,0.19877418675162906,0.03044906013830095,0.061204878602275394,0.026253896619864176,0.09164201489124778,0.6119883483425211,0.43177734618293107,44.94097931159528,126.95241034138117,12.754874873622066,62.47335836774266,13.607207024371199,65.7863147184657,104.59902995820539,102.01601592673434,8.273463803974261,4.322257839664478,0.23118979972163736,0.9665719835434606,0.8627825507209378,3.2594979976082166,6.912527638041517,10.073799628845796,39.63895108954616,42.41186509150978,2.3008495076025217,10.754991538921255,3.7439408878239404,17.443097719625886,37.70025530925753,29.296433850308375,320.6748886946616,124.39777624624394,5.341377651707423,20.305367213415924,9.787580495450568,37.60046411673935,77.43881405315595,62.47650298436528,763.4365430806564,436.6223845470204,0.653525769516198,5.03013557756567,0.11901671605066431,1.2583349929359,1.8639751443183545,2.36980339675288,480.6338144272968,183.22336636564702,3.8420428178365906,13.94033190939359,7.535026650884778,26.93263892354861,55.62897417474348,54.35170187448668,447.8624115857685,145.66321668731024,7.277588176842404,25.570907147512543,11.821628617308852,51.57523283290113,82.93193437367539,89.95786553349639,0
2,0.946351969862405,0.3010685323396429,0.04117596922229036,0.062294623122356174,0.009094768405144312,0.05921526968900633,0.09323870739024126,0.022332735040387353,0.556070409979699,0.2022611529469632,0.007702887551789846,0.023321508216390115,0.01653680202067443,0.033962971395068646,0.024982521323394163,0.01067831116160324,278.97889680252297,149.03683148640457,4.870857995623745,16.90643273646412,12.453402094617694,58.231217486693595,27.550024345021594,63.72061975687047,0.4834778978386205,0.25245623913586096,0.025017690776336744,0.06120410741861349,0.01502755093676005,0.0790208396067744,0.01263090300969201,0.028443902343813682,3.8680525032705275,1.5626251695326012,0.016206154783793576,0.04434924002275187,0.02089196988828718,0.05141322210832059,0.011485970861200392,0.037942257923799495,90.56894741853473,73.41344062261582,2.5175591329334606,9.982504659237241,6.645324187587558,32.84787283383704,19.746704517856767,43.075168374037524,0.5957319171040706,0.10401111331277259,0.016225933982116993,0.060118965914051914,0.020589039681142996,0.08649662467025081,0.35840033836824076,0.2366311134403651,20.934203973602617,1.1258576215289464,3.2547130231852535,6.637783287540114,8.257726821971303,41.46476315762107,4.665351780208255,50.37173446834016,7.684800548523389,4.433660642078223,0.11768542255754,0.879459631233495,1.003232240094473,3.549020683277405,1.961788678381297,5.8838431121303545,97.67772621925906,19.223767618630852,1.1183259168154736,5.287542137154708,2.8618748936081153,15.576046571042832,10.51943522310291,20.712997839956678,114.77286373070201,80.63896409817612,2.5701854420423396,11.583686116676189,7.8433396476201125,36.78139006932692,27.011444954412635,40.79399675065027,817.48047808625,578.883511509958,0.6924756464821401,6.277723250489959,0.08348506379819094,1.2253202432479737,1.2829205038499123,0.8450426784685403,232.89859854408158,113.31132065355378,1.870064914043944,6.93355400220198,6.089771594565216,24.747596843184212,15.163737888236659,35.067477163618314,316.9026993153116,157.127661573489,3.113702301164146,12.601908856278198,9.179458964005514,44.35261477614784,22.99321396914573,56.28218083762845,0
3,0.41829966059906937,0.24446972672055542,0.04265182197876848,0.11352571242517527,0.011858428498517865,0.056609859981448206,0.07018577876018127,0.007596850285097374,0.7313743555194834,0.253908514973624,0.014141159481914948,0.048161241874861614,0.015658874344614337,0.058003352628657336,0.021895265086291915,0.012255137091922686,149.5485343924982,131.24422895728796,3.5084814576267838,45.38429905831896,5.4728959544384175,46.915694332341396,20.015351982495183,21.80815288515842,0.48666308721797913,0.18188034991018467,0.014409470176850132,0.04299454915186354,0.0168026972417304,0.07426047149657596,0.01787540011200203,0.026014183266114665,0.8828714550669471,0.48558200062458473,0.012186030167210427,0.05064909197387089,0.015115466223930637,0.07318952345008205,0.008951706876220994,0.022705581788892124,70.35673409195788,65.68946222693731,2.4242885053790215,27.11418181355404,3.6769213420923688,29.42441590529367,12.722384252400813,15.810000461758072,0.32467345817285853,0.05854385460904001,0.03462636625778336,0.05558255766480443,0.005545745722635974,0.07085111964534428,0.2756377634942015,0.15488669335809385,18.35854923081089,63.29585279666903,2.3086949372293986,52.358924119029346,3.2481762921675745,47.52084542842758,10.080268220553906,18.49339127167625,4.8933551947864,3.209899713128092,0.1356955591070573,1.7314304773961335,0.47289532965840336,2.9637858855445938,1.8248120927574287,2.163964103245524,169.6221971163349,46.398907563128866,1.2343275408750547,16.70252297106753,1.7013991773841088,16.672012182059365,8.033541947963604,8.424578618285288,89.5863094798329,79.91077334958801,2.6626464622115757,32.76711964888876,4.6365361912049705,36.79763405082446,17.53930735146975,17.487575293244408,676.6906201139228,431.81901718665193,0.36482279871254536,3.5587472713562125,0.0756232691105076,0.6098716356455575,0.741877376216998,0.40855102249648273,143.13322843759033,92.7647542505713,1.7793848133331445,21.863691533667424,3.4028438936758576,25.147358273681334,10.440655807042688,12.183027557916192,128.29635174606992,146.22914650700216,3.31950192005198,32.82417467111841,4.245910048826361,37.84681247387737,15.96712936052471,19.565649297066383,0
4,0.8095766111532444,0.2073628834058275,0.04797555728777409,0.07173084915669027,0.014530337640172176,0.03725488664253662,0.052390582567653006,0.024663268938737427,0.45245947585972485,0.10644168661578567,0.017185346484105694,0.07879544381853103,0.01348493040237504,0.08011382678458008,0.026220756684651913,0.017795017900571725,183.9823743722038,85.62091244285729,1.9900309978373134,13.715416548655194,2.8318393524712895,12.956996309898022,8.936116994765323,24.889703837114865,0.22834331601013488,0.14162507344425693,0.010035912958780313,0.04719535680219186,0.01183301112711002,0.05219183768986418,0.01921747603709009,0.025197763562887804,0.4453618757609023,0.1280535953731087,0.013409084404030868,0.029079695302455816,0.017724977897888485,0.06176920887810952,0.004174214576195997,0.007963541126866985,99.31562760903716,50.31559009368988,1.3578164366851777,8.457839754806653,2.15922795606116,8.321343380097922,5.723679741950616,17.207010281911348,0.3084618671231596,0.08331076052831564,0.018654604276738377,0.041458835231711504,0.005156202587274859,0.04004214964223235,0.08398837024306643,0.21733470193243273,24.391943195462172,20.92718249939725,0.18944449110881556,6.1299162828639,0.2733814578391684,4.158290546340208,6.690666182389674,8.11241992952555,3.152361605979582,1.5391786835017172,0.07325550838278527,0.5573086540650046,0.16607512869524252,0.9062643127169898,0.6257056754547466,2.7716806214226275,102.01593085299685,47.78362491216193,0.9451569219289763,5.092188515956615,0.901626230022219,4.618911979185731,3.5159123240005887,8.496724997110988,173.7001854544092,82.40553525766502,2.099236364147685,11.17814878021,2.866747422312855,11.79462923969915,7.08676497431004,21.979404245035187,562.8148510957186,334.5378362953531,0.2100607643124001,3.246975010032152,0.12230124207937891,0.9204234579982246,0.21711706600640468,0.5426912796764646,200.33055728556334,66.58684190681927,1.085325561748234,6.479556738207886,1.751402588742348,7.750672217112939,4.547847427634891,13.932989534794748,125.57858148211947,69.37010741443751,2.287748990335889,9.860217358967859,2.260525560928769,10.01851716794865,7.339018115224113,22.38061452580601,0
5,1.0804138651820756,0.22522326702910034,0.013453669369588158,0.046046791622033546,0.014378541307932055,0.03797880845198384,0.06224642730440023,0.027084766529612548,0.3928714891567078,0.11562529424018016,0.01050616886284455,0.06091012941832108,0.009232963207281895,0.0366360245441077,0.011932084348313042,0.004086439105048987,244.18591420874102,160.08265606435782,3.6053502007677873,21.39204827355934,5.850391308463874,20.498497895993818,11.67958987694437,17.641970905704458,0.08433400176631965,0.10591460063032652,0.011477005635228495,0.052402466578632595,0.005787352674704077,0.02974450332255982,0.019587439514071867,0.022757715248480876,0.37830416791785343,0.07837844574356237,0.012937798369086631,0.01670544616457729,0.0385144728868783,0.06775745857735359,0.0036724822809386104,0.009878091985533882,118.93129096526458,93.12529314569508,1.9280964817366897,11.979482176132079,2.9616428918262567,8.819470349091826,7.619673190439066,12.746716970234745,0.328025571575453,0.20233991040936516,0.017062330148426102,0.060208286309355076,0.009563332044689406,0.03756024596771234,0.09894251200353295,0.08894001530318303,46.1621867808866,11.356102654009987,4.747752776149708,32.63807650448141,3.5054008882856,15.442412540020285,4.325085085326031,11.304425836977776,2.4109522049144196,3.0439434530696627,0.09460776283628235,0.6224971446699922,0.16924716162605155,0.9614017335429782,0.8133415242466236,1.6645217693351173,153.22379408349647,45.54819926826463,1.143365123476541,6.897977302405601,1.6206071057286502,6.575677810518812,4.519032167184451,5.943099895203843,109.38926390571861,89.34595139594404,2.0258518321221994,15.209857810180507,4.499354110738047,14.186493580541702,9.764639819283127,13.879554759275466,570.5906309523951,232.01896778514967,0.12840650686277133,1.727602145435413,0.04331888964200405,0.46675314129915063,0.10911055089745066,0.31792700879763575,190.87387339463984,123.24991591538554,1.6518600792617508,10.847599951474342,2.699620253898989,9.657829417510468,6.014737809523587,10.445612058432873,168.77068390074044,102.70200605118585,2.682404900405528,11.970388711177895,4.268195051605345,14.034821249293131,9.69086470952237,15.718159021232692,0
6,1.7493027851782383,0.4550556009191058,0.00985378222377157,0.04725278467663082,0.011655069955265296,0.030407173263053238,0.030537603747817915,0.028861087927990428,0.4961442756890346,0.14795718482084236,0.009171874744570825,0.03405288539765414,0.011363577423408237,0.025407557014920017,0.011851067915778704,0.010001322822310553,223.18784559141534,96.72851745927828,2.533385005573487,18.94565099625864,3.045606434713969,9.161380609385398,6.004968623621682,8.162138154923156,0.12439490497851728,0.08540842827530183,0.013117728125129707,0.044347518444234284,0.004979374950423088,0.011321546620058125,0.01258417487628003,0.022538721008125293,0.3078092465874364,0.10976565302374532,0.008507295702077049,0.022853173344779834,0.027409716626717234,0.03226224614987492,0.0032644252084815134,0.004190942747273456,181.41594072169735,90.69582373973348,1.575836090406299,11.986982732876038,1.464909720370481,6.72971769463403,3.940124120534779,5.708022151260896,0.3470218584069224,0.14206800794552618,0.014669495111870033,0.07991978959581314,0.015040324792603843,0.06682535913098647,0.07546650532839976,0.049182082467586215,8.990939049914578,47.232498820168566,3.5904975160396813,27.876486623199952,1.5770273520124973,8.08467582245905,0.35110815597050027,4.340196122015218,3.9308482204527393,2.357979118573177,0.04338606610914381,0.6390263771367465,0.09673808159559683,0.5737749748998214,0.5558026814473561,0.8246268567858351,239.0467533260352,141.57414650401543,0.7106044956337421,10.036902753322286,0.711649723447418,3.882362552931627,2.4685102277696593,3.0664534908589864,108.94329660547884,47.892326331929695,1.4720840066242564,14.101835967620483,2.6657143074666076,7.642284949034985,5.666642315224979,6.5630753362356815,332.5155849823416,156.65276569083593,0.06583655067804954,1.6102209376651642,0.033131889084459,0.35682431951399085,0.08505618840959583,0.20174988125760798,200.4759113660508,94.230514140009,1.120388113922591,10.115736688906592,1.367630249145865,5.112974149374036,3.1540367912507716,4.913219934293028,155.06820319761792,63.54928704414139,1.8269252571877657,14.469622979197622,2.1278310301082284,7.790982095851347,5.18597289660307,7.176468452791444,0
7,1.6732650750300353,0.49080084015628245,0.02071113633599633,0.06824702955763855,0.011248343069918136,0.04096917507617766,0.02760151701240184,0.027671941474123787,0.27213004402708746,0.13264251103692656,0.009649449243480468,0.03076012487670544,0.007811877392425135,0.03030983418182948,0.008007401919105749,0.00879876681539952,286.41331239576397,39.91490820848759,1.649267739358601,8.101615112441772,1.3914107034940304,8.733693322392119,5.929907369304053,3.5988795538806992,0.09413208718166355,0.11004512543573909,0.00915004233808609,0.024183906561422653,0.006193647631321543,0.029321560959174608,0.016485299078503844,0.031078378758775272,0.2314530645405469,0.11081228217478074,0.007444198904455816,0.026004231679657125,0.0073849945445168584,0.020505018646629684,0.003724056846316721,0.010151082541480224,181.04149750764967,33.904292721206744,0.672805616009791,4.955690199404743,0.9206565136619574,7.701025433507875,3.945558622066255,2.8967665677480237,0.3599255677295888,0.11637591758790551,0.020066315781510677,0.07909368039275592,0.014552767090993046,0.08465681121271355,0.0578112388108423,0.04308274100816222,68.05934550676156,24.63941395522826,0.8908528367199607,4.63382232833821,0.21084397308813027,2.317946269897794,0.7115303736331722,1.8498690688437411,3.42729680652819,0.8433140820119877,0.06602499712807754,0.6323988846637644,0.1815536114996148,0.8365933455724549,0.5368787910371272,0.627832905186834,319.05149393693813,208.86867256259004,0.47534929149522553,3.014565123314338,0.560517207048195,3.566050160884027,2.3901614053708715,1.6389576618421493,42.549615362488744,51.81445621143049,1.1621593988910448,6.2080696472239625,1.1383013250200413,6.713629807371112,5.3489076165569385,3.214717450542553,262.74587647171074,132.16643370139548,0.10647048020363425,0.9101027415729687,0.01792787956449908,0.14099753769816706,0.0839269479300166,0.10376675047721613,183.6696199283382,36.857218833383676,0.6745409989380576,3.5264749389394923,0.7368616321676985,4.223842208423351,3.33347949813221,2.418898549152,164.65820377585572,25.14064780375634,1.1042465895438662,3.90473408191195,0.6625154344456643,6.06416946423001,5.0178979577109235,3.332830655365008,0
8,0.6487859143401504,0.264314702709508,0.016858674697463796,0.051766424157339154,0.009818379841673098,0.05115351043639918,0.06180615020798236,0.005257165879392584,0.21792733777791873,0.0660245391936982,0.007776879957420844,0.037853667131275755,0.004499178648740798,0.03818788811874383,0.009253048044833723,0.005422522847437433,199.8601154779892,73.9547404395379,1.7200207024575864,10.882501714334381,0.5253345898087787,4.904339977797325,8.25647704460058,6.132810452162237,0.16133237948956963,0.1316717847635371,0.004912080832841641,0.03413194758295999,0.009398046376970682,0.0627924263394588,0.024055626822886797,0.031235618824032887,0.23306785253407927,0.08675230872351775,0.0076224722080106095,0.02260410936014282,0.011560880501297909,0.02152424401130155,0.007084800346982843,0.011746044933106709,127.97696435973428,67.8629704509578,0.6675768353331155,5.9639054171456705,0.6992176968780227,4.04704968210543,6.131902476988085,4.58381637286643,0.28639504416225126,0.0941195395131791,0.02690757065220935,0.04823601239946742,0.007066304089246657,0.03018461491009028,0.07536026159151034,0.05408112185751455,99.61694249326031,1.3825323461596764,1.5562602949726354,14.55650025610739,0.1363195822040428,1.6808144356796928,1.9523950466794424,2.799871623014525,2.5422585500337447,1.341426947311608,0.061181046097570184,0.35849516790492336,0.1378616292670087,0.48148190771594307,0.7545280599240757,0.87868985380294,432.13299658651454,120.99913834222588,0.5388879877554489,4.0004563885977875,0.2429716640536499,1.1768990952740657,3.4031218392543945,2.554084531351516,171.59289699110516,40.815536037073926,1.0896404880736439,9.128441926499951,0.375471685780659,3.6032293120027763,7.012285145955384,5.5290480909525455,178.35875469671032,111.34452230512278,0.11697855566662778,1.4140468646187074,0.04241717692102379,0.3651884946315678,0.10039179828720692,0.06725311174119057,142.0495124812753,64.7569294585674,0.7404096146336915,6.0160097359531655,0.6921798538181859,2.506899554332543,4.459319143874743,3.70928647475056,227.38633898454995,51.119076493567235,1.1179107031390243,8.58196334048387,0.3935724216879631,3.0295170136434924,6.555175171027378,5.616568760218185,0
9,0.6715196683154011,0.3228936826717182,0.021892778174409253,0.040626206209294656,0.008490348399093574,0.0319753566858458,0.045520666058186963,0.013042224321247117,0.31607920660117295,0.06091518782101366,0.005649041989598715,0.022236784539377774,0.007038208829056122,0.0323976004303703,0.011944591313269734,0.005659583916419021,20.15931664325221,38.784256195344845,2.1483163877457647,11.075649265215182,1.9041636899360979,8.802954812450414,4.23593230570416,5.309764686380947,0.23324031606738846,0.1281968418065906,0.005583305517851963,0.03834030429950469,0.010032524135430347,0.04224539120414988,0.007844898654143121,0.014256671375286164,0.12349701293838251,0.054639161947425345,0.010937439314160543,0.026587158212298848,0.012342390587704465,0.028967697230726952,0.004530718003716885,0.011164692144457382,44.71621310118539,24.03789015663864,0.7600858300284249,6.644310318864427,1.5703021557844214,6.642006108231151,2.995828170947096,4.048570871096947,0.2346020062410683,0.10385562850433526,0.031187223301125912,0.053041998965733785,0.0054871763093371495,0.02485541867906908,0.0665442039117516,0.05938618818913679,27.61015009920246,22.425267890980418,0.9290989793832473,8.593636087190108,1.0010762754694444,3.3165048123730325,1.7271227184214053,0.5450022232190322,1.4624698014964526,1.4347237594339683,0.0743837837268518,0.5708523937188933,0.18290118173133804,0.8671556193977074,0.3361358622917787,0.7104057497627613,386.73951406124456,173.42732057056818,0.7496645251657653,4.950599169218221,0.8194368825884016,3.69531175900282,1.6142598529210705,2.322008959118471,101.12093379649423,88.0914992680163,1.2728731304487952,9.68394940860147,1.7510958472931772,7.516758028413278,3.631865347408066,4.788979720885195,209.61203276318224,143.8045116099522,0.11935050564271572,0.9287619633854218,0.041914225011929984,0.31164326779568335,0.07746440763845057,0.07001762058535765,62.18646460943333,26.713341393986173,0.7303884320955634,6.278282507794312,1.7774490930156202,4.058071927732521,2.2610743491956535,2.9448009811850926,97.68481884038529,70.0729075717122,1.4336877333048605,7.467551967879289,1.7747777641984506,6.68405216780759,3.4047854202129053,4.792447591535246,0
