AF3 delta std,AF3 delta m,AF3 theta std,AF3 theta m,AF3 alpha std,AF3 alpha m,AF3 beta std,AF3 beta m,F7 delta std,F7 delta m,F7 theta std,F7 theta m,F7 alpha std,F7 alpha m,F7 beta std,F7 beta m,F3 delta std,F3 delta m,F3 theta std,F3 theta m,F3 alpha std,F3 alpha m,F3 beta std,F3 beta m,FC5 delta std,FC5 delta m,FC5 theta std,FC5 theta m,FC5 alpha std,FC5 alpha m,FC5 beta std,FC5 beta m,T7 delta std,T7 delta m,T7 theta std,T7 theta m,T7 alpha std,T7 alpha m,T7 beta std,T7 beta m,P7 delta std,P7 delta m,P7 theta std,P7 theta m,P7 alpha std,P7 alpha m,P7 beta std,P7 beta m,O1 delta std,O1 delta m,O1 theta std,O1 theta m,O1 alpha std,O1 alpha m,O1 beta std,O1 beta m,O2 delta std,O2 delta m,O2 theta std,O2 theta m,O2 alpha std,O2 alpha m,O2 beta std,O2 beta m,P8 delta std,P8 delta m,P8 theta std,P8 theta m,P8 alpha std,P8 alpha m,P8 beta std,P8 beta m,T8 delta std,T8 delta m,T8 theta std,T8 theta m,T8 alpha std,T8 alpha m,T8 beta std,T8 beta m,FC6 delta std,FC6 delta m,FC6 theta std,FC6 theta m,FC6 alpha std,FC6 alpha m,FC6 beta std,FC6 beta m,F4 delta std,F4 delta m,F4 theta std,F4 theta m,F4 alpha std,F4 alpha m,F4 beta std,F4 beta m,F8 delta std,F8 delta_m,F8 theta std,F8 theta m,F8 alpha std,F8 alpha m,F8 beta std,F8 beta m,AF4 delta std,AF4 delta m,AF4 theta std,AF4 theta m,AF4 alpha std,AF4 alpha m,AF4 beta std,AF4 beta m
3569.1645502276,2063.89275404422,1.67372590624566,4.44473629067223,0.52620863741368,3.00208840871565,1.4250222149628,3.30273891686774,3563.80388774546,2060.239056809,1.40408868827229,2.27939762514205,1.29740080893471,1.96007944145621,0.759956329124199,2.03897657414433,3709.00971207407,2180.64768225068,19.4911413884481,39.8474194214807,20.4933479998096,41.2287964967144,46.0073721015277,73.4932325725374,3567.36526465036,2062.48309722233,1.20999634018758,1.77181102777954,0.161793259410761,1.81849035722368,0.688671727662148,1.64176661698623,3559.21927895687,2057.36336116364,1.02755095540114,2.5023887847526,1.49515649864618,2.20770090170608,1.02911411829736,2.22654871374471,3677.92120815544,2159.74791797345,16.564184290676,37.7539424865072,14.7939914703904,39.0191340013768,45.1982464434402,72.9429149492544,3574.98533683113,2066.28551671939,1.0240919794101,2.98039626361595,0.961611908352215,2.65226771301125,3.5959567309089,5.87665811871537,3641.18552762491,2147.5918619389,24.9497414985585,49.4750728847678,20.6259575197784,47.4366466037843,46.813504716231,76.5672837942694,3579.26853873208,2077.12346893923,3.60767236891906,9.93836891718702,4.3432750361011,12.5285660174226,17.1945166414221,27.6902417351914,3636.78085639566,2138.66349293499,19.3106698404085,36.2008357140487,15.8813265565527,38.7748526459185,43.6019950202009,69.778362729039,3694.24587747231,2174.77702119628,18.4265242235575,40.4883929319332,16.4105049819906,38.8503355245154,45.3292632451441,72.9077998146821,3577.5214338153,2067.99696186603,1.23297309623481,3.07365923592702,0.919418995215306,2.63412432550943,3.34869774170752,5.38065242338075,3665.33675537362,2157.67504631196,15.5431114885075,37.3741993549473,15.9073119871327,40.8547953353757,45.4683255495483,72.5087498045395,3701.18633040199,2182.6768350016,18.1924180745574,41.349662145306,16.0047555659377,42.0464672740478,46.2808430260123,73.5657188422982
3568.42367043045,2063.0992478671,1.89778986488327,3.72882306438836,1.30418621977923,1.85435297464906,1.36657538672989,2.54645825619971,3563.56092184479,2059.9693715062,0.694171111545428,1.97107250400426,0.756398168573048,1.63706394317706,0.963157609079805,2.11771867521833,3721.78185942868,2177.50706949829,7.34334364581668,39.1527526521673,20.1456383280797,32.9340983631895,38.5254736040613,68.1966851860996,3566.74675816775,2061.49798411605,0.740289835845369,1.81587793209347,1.15347898286133,1.58309694754884,0.574244661841456,1.61635315417582,3559.52688987207,2057.32467725396,0.986896927257143,2.40637302171039,0.779043057212823,2.99374259582362,1.09038104676166,2.26669762759938,3689.45538812461,2157.63578680292,9.0269364965974,35.3079631024094,18.6762750547353,27.9984813919586,36.7556787037782,67.0988324928493,3575.51554858077,2066.52658363207,1.13089981767387,3.2224656332249,1.20178565455323,3.3270654678789,2.79966152714532,5.30896313929445,3652.35086672076,2144.95530727839,9.05668420971331,53.1517646795256,22.1149235227282,36.1852850978352,41.2695510186279,74.7095962560468,3584.57152758597,2077.69611700347,5.74635685699933,7.69327971463698,3.68333366865116,7.29588642281888,14.1448245423361,23.3104972677898,3649.1243131647,2136.30553709588,9.66657835962778,34.5224049929595,17.767787694695,26.9984715552754,36.1789528858231,64.6613083483153,3708.39196057298,2171.96197716352,10.1503578907876,39.0400068611776,16.5533705863587,28.6007625255399,38.4833120621276,67.9626182123603,3578.7766622777,2068.7315652626,1.21821774421271,2.12870365692787,0.352963799842627,3.2154160316347,3.4129378603863,4.80398938570856,3679.28573734602,2156.01181917526,9.22778286108901,35.5538151984235,18.0892632250277,28.4087996952177,36.5519482896995,66.9311855442698,3725.21050881251,2180.19743868933,8.82078784182072,38.0127879438355,19.6012330743777,29.4310541494636,38.5593510542689,67.4700405606236
3568.15792935895,2062.44585866487,2.79801407905485,2.5745035346473,1.12053733170822,1.95881875740411,0.982432811402524,2.25862212687945,3563.27998095708,2059.54365088048,0.493677364202233,1.22280757543809,0.955543625709427,2.64244278877041,0.725118959800853,1.84602000666357,3723.28925276757,2176.28457792111,18.5909021017135,25.3499947782944,17.7728272666874,19.8841040111698,44.1631087578361,68.3652835009845,3566.6536103095,2061.53323085147,0.593558232597873,1.83007663987998,0.839921119746458,1.53392790362126,1.03226823941993,1.88515773408459,3558.22582218694,2057.441207682,0.899121948032045,2.31243152396617,1.32543828097323,2.29538251469259,0.90896804346494,2.14851034838916,3689.87977633917,2154.09674847446,18.2185179904679,24.1791214904202,13.6510000049426,18.7662695239657,41.7661822185132,67.0533281304808,3576.19709974563,2067.40774450651,0.957402469969318,3.06297070746268,0.37565649265346,2.6376263144807,3.53320937206373,5.27572371163036,3645.3941931788,2141.13677256285,21.8182905650696,30.0471555942449,15.4083671561861,28.346663311323,45.3271506755973,74.8037433205898,3587.25090921054,2078.71203971058,5.74021673310016,8.14483065386193,1.31503668531149,4.75741425575096,15.4991179424374,23.9605883597671,3651.58590362146,2135.55592703318,18.1124665251476,23.5146458676404,9.08943314103902,20.4636887356665,40.1651279955179,64.7686855435178,3708.55214125899,2169.8868798075,19.4504777583048,24.7649494623601,15.4230588944473,20.797828467156,42.8844103845388,68.1912734985179,3580.05392608845,2070.31438465428,1.12919768279594,2.08334870744846,1.62862906232714,2.71575554927399,3.46228384788426,4.59940942134091,3679.39310681322,2153.55526512624,19.9792575446917,24.4644877426134,13.488471472511,17.7911114796535,40.7543075150374,66.8165468408695,3724.41729556622,2176.8232084286,18.1592022890391,23.612639007801,14.37829102889,19.5550844250929,43.2100043716394,67.7819236494588
3567.71002074172,2062.11267250525,2.18177511312464,3.6105071945649,0.629608338141294,2.15587637109314,0.85627547415423,2.23371142418158,3562.78780068957,2059.31748850658,0.509250047663371,1.47883083747884,0.84864175569676,2.53921698107619,1.01333512520351,1.56291694958155,3727.06165168363,2181.93571469177,16.8313935737745,32.4745020934544,17.477846912176,23.278667904347,41.6358785006282,65.6502808208805,3566.31336407809,2061.49735081007,1.22010506554536,1.70830434214566,0.68147733643764,1.13943866592498,1.02239283840681,1.84774596452977,3557.95228667517,2057.69803513925,0.944458174556636,2.06862569209518,0.972429817015288,1.51000269130852,1.14627139799552,2.18210235035637,3693.92489363856,2159.08466372206,18.746643105652,31.2646801492405,15.1066099291465,22.9569655191333,38.8289388555173,64.7057942725711,3577.98278158956,2067.31361571006,1.59664400781774,2.77085213884359,0.797941107089596,2.11820392119381,3.47688891535821,4.87465903978631,3648.82112249356,2144.13478018637,24.5843217296008,34.3907674118233,20.0358457207404,28.9603038629727,44.1000169423678,69.7392750086679,3589.215996724,2079.56287653375,5.12680693480395,10.0960620487105,1.68876796456553,4.81768709395297,14.6039616136856,22.315875615826,3653.64341732726,2138.96733700292,19.8700804174855,28.1643623441566,13.9378146629539,19.9922772618051,37.6543716080116,61.8698552388532,3712.70948402874,2174.25618069657,19.8910111452511,31.7197476027924,15.8280455657479,26.7795684734405,40.7089653937188,64.9602390282081,3580.17451752879,2070.01970579359,0.933352469690376,1.35818731636783,1.48714189031492,2.76290598969531,2.73518432006578,4.47413780059111,3685.03446631117,2157.96899880095,19.9182594287225,31.8424620687384,12.8080643685116,20.7937087768884,38.0746277509355,63.9153856059041,3725.82215985563,2177.08905911092,19.7376164378575,29.4843956857171,15.7930339441128,25.7135125387621,39.2502457954241,65.0310308228389
3565.54612407222,2063.12886741876,1.68516076835931,3.38431144050196,0.677526317763619,1.79579845161866,0.927923795830059,1.90981015936567,3562.65509117332,2059.13910515189,0.618655470261229,1.89131129190109,1.19478712114142,2.27925586980038,0.809706476393675,1.57048950039881,3730.83437743217,2178.20228827342,8.60532275279513,29.230451189129,12.803166450749,35.6727548052263,35.5012537275682,68.5652578149324,3566.89296399557,2061.41079979865,1.05036244106353,1.64835012694999,0.770318412787366,0.866603147370152,1.0180555910552,1.83395276712313,3557.21073230338,2057.5517631023,0.217480997066703,2.11161786355606,1.35379066897703,1.86117777060253,1.30793547037126,1.8758867236461,3697.41651577152,2159.45857140395,8.25642114655551,27.5342759274659,10.5188836414531,37.5917511174174,35.520360531489,65.587164183096,3577.98328524158,2067.81167726245,1.42026135110991,3.23072056678954,0.895579558601275,2.75478455105646,3.06049206083938,5.33106346709078,3648.85736901567,2130.35416533529,6.14964642958798,33.2927591233366,20.8101154764209,41.0652768243847,36.7017235366549,72.7761702376087,3591.89748915658,2080.87532134583,5.1956921460362,8.7681847644701,1.91648580035192,9.24936410274352,12.7223740029396,23.9731559365087,3657.40042253434,2133.80995673879,5.34046828100847,27.2882502202509,10.8573687337981,32.8622375176752,33.1954012668873,63.5016825121834,3715.57314800172,2168.06675539899,7.28325316594017,29.0309216919189,16.6426790343263,37.0196134910107,35.3198536140049,67.5342898779038,3580.52719418929,2070.34155739447,1.16341858545634,2.81688675929797,0.98364771807258,3.16561189123403,2.49211584471071,4.44277646283059,3687.57373771535,2150.63334869554,5.31954214784474,29.0500323934599,9.94789348474884,34.3490459621459,35.3573837879442,64.5346451718591,3723.05397839979,2167.79833472708,8.42941360319893,26.374974724963,14.9207356762537,35.675265734578,33.9016865778419,66.9563125256894
3565.59669325744,2062.88554457906,1.13804045828495,3.35057391704864,0.514999081056901,0.989173987449051,1.50093297151327,2.23596670788474,3563.51532333341,2059.44368569979,0.981905398567282,2.42176816999833,0.302475014997686,2.04051777966933,0.989030607384736,1.62326291576461,3737.69442680469,2179.49261584463,12.2654456246881,24.5383718811139,9.45298379250108,34.0674676526959,39.7257818047123,67.2354366737338,3566.81342791633,2061.23102789975,1.00009051550501,1.68431778592298,0.942528014761347,1.78696836363558,1.03965466242498,1.72451382536396,3557.37632091641,2057.11965784645,0.938916572269989,1.59469632520972,0.57373731551915,1.68464366326756,1.16100691101684,2.43153665973993,3691.42713620939,2159.17315156206,8.47077679790186,22.9003166400455,6.47454891678398,33.9553159340553,38.0827167112535,65.5689949293175,3576.86358060866,2067.30153562424,0.791848391299966,1.8617097415691,2.07745699560282,2.6904414277437,2.71947523175573,4.85174208221442,3641.75407944105,2131.71388811385,12.1277313741008,24.370717808791,10.4667512443145,42.397768749718,40.4138528798511,70.9448465969658,3589.27920789143,2079.99763876306,2.53377887394485,7.81424896864664,3.91799810416658,9.17598316905818,14.1535161722438,23.3720121764958,3649.71072106258,2134.41064938939,8.86820274476945,21.6685967885212,3.23855694962688,32.3823561735246,36.5343474720038,62.8855753838226,3713.5556463499,2168.97386204352,11.1370481550049,23.0863680352273,10.4180221521876,35.0023259459212,37.8614820686634,66.2686915256458,3578.51587692463,2070.16051530213,0.690240466869933,1.8338352618702,1.38790140136183,2.49997148543125,2.94594245893638,4.62707307278732,3681.94404857196,2150.92078989611,9.50431365105325,23.4515698929673,6.19890853575919,30.6639853447224,37.8272963496264,64.4420734713783,3708.68392577576,2168.22061401215,13.1442449045965,23.0859141092902,8.46144119320695,32.9901267127584,38.525598510059,66.1768276466698
3564.80080134035,2062.2332564026,1.53861348658685,2.73774005164654,0.541041249943365,1.79160213105285,1.35119466500739,2.15444217607762,3562.54047973463,2059.01557219129,0.847881841753281,2.55103365446918,0.148610168178753,0.892810469707352,0.986567249407642,1.30951244182704,3737.43400394716,2178.66719754036,9.78969530225742,21.5977821090636,9.35220325882083,33.2031077829552,44.8934466342366,58.9577713784306,3566.46357435832,2060.72825071976,0.481022733968822,1.36037763903582,0.257940582785262,1.66008723390795,0.657230012798231,1.46639671617204,3557.03178208632,2056.77926569335,0.627474681085047,1.76675817520613,0.726250574209856,1.42656000382459,1.19652034250944,2.34824969494932,3688.72006688095,2158.37164380354,3.47530226916408,18.5922196757589,13.6623802815861,36.5328637665476,42.7202233274856,55.5719291810602,3574.16312726266,2065.95061339598,0.859094395765195,2.13147094753807,1.64026578783997,2.38085373033661,2.59431814936163,4.31868066588395,3631.68662752908,2126.64848143154,7.48887552280503,23.4614904407519,15.3818281286531,41.624797455324,47.177065691099,60.9560554110184,3589.41734808973,2079.84076588175,1.55172226424798,4.74017628536977,3.82498666573559,9.33645643095214,14.6523075902453,19.5055472283463,3641.65583108563,2131.03018911533,6.04476246082022,17.4537492640134,14.4575146946439,31.3651970763743,41.4025302979397,52.9806368266488,3708.00192912856,2167.1348913334,7.35658710655926,20.5258457103505,10.5888842004867,35.8918767089117,43.2028704329015,57.1179312392353,3576.53372559114,2067.87300005005,0.850371949211096,2.4128366140619,2.17907889416261,3.83799224030863,2.72914327103134,4.09009113583453,3677.701483971,2149.61568331143,7.30640015194271,17.8749572499425,13.3590274384069,32.6858399597275,42.6718464864197,54.3487763414057,3691.50105140844,2159.15322952712,10.6862517913811,20.3523543960661,9.45432383885576,33.3228769085193,44.0289834551243,56.5201048845935
3563.73076559214,2061.18784011441,0.566341384071254,1.84569307947767,1.50188879535687,2.67538165105709,1.04894960134824,2.27880219609419,3562.30187747228,2058.89433343584,0.973889207786814,2.01387938639723,0.399747712658534,1.15415019169073,0.834857353457734,1.28847597505845,3742.73118081849,2180.62148317174,7.27565904256818,15.1370158769048,17.1395969078217,35.686103243511,31.8879530682581,63.2178087209771,3566.72876855793,2060.94428363629,0.256729014939657,1.27268319145502,0.337123523065611,1.59628184406198,0.615507806372271,1.37967033452801,3555.79911902649,2056.27643071722,0.970239710999398,1.88732304963269,0.928677935856129,1.65967299637307,0.976590187096558,2.23271319893395,3692.49398849202,2159.09945098309,2.10478994297542,13.0723652655454,11.5437498345809,38.9263239493032,29.1255664397205,61.20486267433,3572.65959247347,2065.05692702668,0.231529326224004,2.74860575363325,1.22808196402203,2.27092380373747,1.79678191140602,4.49094436203984,3628.17031380409,2123.93650589593,10.5563232098536,17.498562798094,20.0748805485765,41.7426271516437,34.4120309241148,65.7895634881524,3590.72799205071,2079.29273354701,2.43435567938932,3.46702845766425,1.99358153020028,9.30218940276546,11.095576818202,21.4567341679511,3642.34015174231,2130.55559174079,6.38520914103776,12.1372801399247,11.6408689645699,37.4176931800805,28.7293492337997,58.3441430126236,3711.62337013809,2167.07944816599,6.0694561052478,14.155900872055,16.5731026804695,38.5376333831808,30.8344776900594,61.4182038190041,3576.80370852753,2067.13799813525,0.326253799739702,3.14131723114676,1.2684510897179,3.96021465245277,2.5332608833026,4.03981093547502,3678.13850950524,2148.50925528697,5.1208139148572,15.6055421225162,10.8345725401715,37.8500699588924,30.3694941394976,60.1339037324718,3692.92077118453,2158.09493175667,5.86350217145882,15.4945297323018,17.407820088498,38.2296684037769,30.766876487875,61.360470318224
3564.12679222316,2061.35329028406,0.648948974421567,3.28140549872896,1.05459587541643,2.53021734465505,1.12759723062686,2.45478412492548,3562.74985357309,2059.07599219418,0.98456829342051,1.96003460979203,0.545150347916847,0.978491646054352,0.673539731459236,1.43263888175529,3749.75864253106,2183.75552848034,5.16248675703169,26.8486519381438,18.3958371891402,36.6881891179286,36.9709728393458,59.3466751186633,3567.63830046715,2061.32444471627,0.282377199794771,1.5695694368387,0.618375140659654,1.40383237197062,0.79681654168467,1.46797425926533,3555.89524736262,2056.7398023528,0.230351611913001,1.54860133872789,0.521051503584752,1.26472022709937,1.00862812330547,2.24727818284517,3695.5931679784,2156.74346055433,5.48391708496753,24.898889054013,16.9705584023972,37.8471718618455,33.0812475630976,58.8622333028868,3572.3697899864,2065.50347377766,0.545152069780679,2.80584667072028,0.749872755652625,1.59405249123392,2.40131296034164,4.16044906975799,3630.37377331201,2124.92575390733,7.40653052446157,33.22683398799,23.837355919958,41.7824543780344,40.1889534129601,61.9682542129406,3590.92685748254,2077.90999023153,1.13618185384956,6.47050366501783,4.24735256369623,9.74379109564449,12.0506754252701,21.0481196371456,3642.47919964506,2123.92132608647,7.78359339579186,23.4771449991357,18.8343433411274,34.5477813986092,32.9530198640029,55.8363715161538,3716.72295955015,2169.13178425549,5.50396545564311,27.1154576680782,19.536552248707,36.4591302897698,35.2053797731378,57.9814465432877,3574.94879904478,2067.02422390729,0.935793106262549,3.29246619129199,1.13332659813813,3.35770405368071,2.63198136735847,4.09477768765915,3681.08031303303,2143.7598496162,5.13069008823079,26.6195284359925,18.2276124527751,35.2404119536823,34.3592299150857,57.6993283142308,3699.64798522992,2168.27444919784,4.75462412580097,26.9854262656776,20.9191537069246,36.441314502296,35.5867907906383,58.0778987517797
3561.47855281929,2059.38320203884,0.624157853803974,3.58801697670511,1.03663262301164,2.15954220278845,1.29839812751554,2.17952745627369,3561.41059112226,2057.55477699224,1.04276349080312,1.3745143701457,0.656809189581781,0.906635526038714,0.505334472629906,1.14210838469071,3763.96592521337,2190.64311278881,10.3012449695768,26.7912873795772,12.1380847100046,35.0778181550471,21.291488265638,49.5680365518425,3567.21484426427,2060.80305813897,0.473510158448541,0.888579190973256,0.213756629193606,1.07647039557952,0.566894930772023,1.17987029545969,3555.28492729259,2054.91366556708,1.1367344408283,2.27415868001391,0.750877570904548,1.31118010020539,0.985182174144519,1.59523768300301,3717.56404892336,2163.51136200429,7.40831617037313,23.7825310364405,8.20702585032411,36.0934790507796,18.8235755790718,48.2005641780525,3570.37895712177,2064.76817817387,1.87682092966807,2.86312758244968,0.454007137376518,2.33468515701851,1.76696290883412,3.83507304674874,3652.91525377352,2129.47541867428,16.8799280573122,33.028240834857,15.7585369280077,40.3024723473761,22.5624208483199,51.6050530690228,3594.35547233544,2079.16745662072,0.774488422586724,5.39956724027297,2.42260059291823,8.7718074661986,7.76089565575297,17.6652950182193,3663.09642427363,2130.91032363418,11.9382616887177,23.1622152197002,9.73226902970052,32.601274505663,19.3635790240694,45.5272202614127,3737.48241100782,2176.60068245284,11.8222999114972,26.3195106122322,11.7839590974969,35.1587567920204,20.932176043805,47.8683197231618,3574.27282302084,2067.25752959975,1.05605997234046,1.99303962645704,1.83789742266698,3.04210634296865,1.59502767341797,3.02678835649282,3699.86804382786,2153.49030802223,10.5502029731888,24.9979476487116,10.5640730132251,33.5832678171288,19.224332915078,47.211980950935,3727.18701139703,2184.86417696873,12.0838669676814,27.3508693674742,15.1282737799016,34.8095687012274,21.2483515096704,47.5422585557805
